date,trans0,trans1,trans2,comm0,comm1,comm2,zan0,zan1,zan2
2019/5/10,0,0,0,0,0,0,0,0,0
2019/5/11,0,0,0,0,0,0,0,0,0
2019/5/12,0,0,51,0,0,18,0,0,87
2019/5/13,0,0,0,0,0,0,0,0,0
2019/5/14,0,0,0,0,0,0,0,0,0
2019/5/15,371,0,0,241,0,0,1244,0,0
2019/5/16,0,0,0,0,0,0,0,0,0
2019/5/17,0,0,0,0,0,0,0,0,0
2019/5/18,0,0,0,0,0,0,0,0,0
2019/5/19,184,329,4265,519,225,7791,717,1690,25970
2019/5/20,4791,0,767,7959,0,1488,30192,0,4135
2019/5/21,10102,2700,73251,4451,1601,28903,38124,10409,455833
2019/5/22,1304,0,11582,2197,0,6819,7401,0,64064
2019/5/23,666,0,3424,880,0,3407,2844,0,26838
2019/5/24,370,636,478,897,695,584,2677,3853,2189
2019/5/25,0,0,1143,0,0,3875,0,0,7665
2019/5/26,9050,0,61040,4052,0,20774,26758,0,739793
2019/5/27,29405,5259,13824,7529,1384,4183,53090,11246,41932
2019/5/28,0,0,396,0,0,640,0,0,2557
2019/5/29,0,0,593,0,0,437,0,0,1135
2019/5/30,185,0,503,452,0,776,4669,0,7771
2019/5/31,0,0,0,0,0,0,0,0,0
2019/6/1,82,0,0,165,0,0,3308,0,0
2019/6/2,45,0,19,98,0,24,741,0,170
2019/6/3,0,0,592,0,0,304,0,0,2708
2019/6/4,0,0,0,0,0,0,0,0,0
2019/6/5,0,0,340,0,0,101,0,0,965
2019/6/6,0,0,490,0,0,204,0,0,3076
2019/6/7,0,0,1457,0,0,524,0,0,4148
2019/6/8,310,0,141,93,0,109,2291,0,1617
2019/6/9,748,0,85,1029,0,88,5525,0,474
2019/6/10,0,0,0,0,0,0,0,0,0
2019/6/11,0,0,258,0,0,27,0,0,359
2019/6/12,0,0,410,0,0,332,0,0,5862
2019/6/13,0,0,181,0,0,200,0,0,2877
2019/6/14,1059,0,145,0,0,40,2487,0,167
2019/6/15,0,0,244,0,0,40,0,0,362
2019/6/16,1721,0,76,328,0,14,3828,0,141
2019/6/17,163,81,4736,223,86,6899,1482,498,60397
2019/6/18,0,0,2918,0,0,3229,0,0,43194
2019/6/19,0,0,440,0,0,884,0,0,7830
2019/6/20,718,0,441,1066,0,565,10676,0,3477
2019/6/21,0,0,0,0,0,0,0,0,0
2019/6/22,0,0,1369,0,0,592,0,0,3935
2019/6/23,0,0,138,0,0,137,0,0,832
2019/6/24,0,221,0,0,148,0,0,1427,0
2019/6/25,0,0,0,0,0,0,0,0,0
2019/6/26,0,0,111,0,0,229,0,0,1949
2019/6/27,0,0,4720,0,0,11387,0,0,304534
2019/6/28,27,0,4290,34,0,2486,3393,0,45807
2019/6/29,146,0,0,93,0,0,682,0,0
2019/6/30,11,0,1183,41,0,1308,234,0,4389
2019/7/1,0,0,1004,0,0,281,0,0,2284
2019/7/2,0,0,391,0,0,204,0,0,1694
2019/7/3,0,0,77,0,0,122,0,0,658
2019/7/4,21,0,22,10,0,24,77,0,168
2019/7/5,109,0,573,120,0,950,1066,0,3756
2019/7/6,489,0,1213,773,0,1792,3957,0,10147
2019/7/7,1938,0,475,1758,0,794,8672,0,2877
2019/7/8,1463,0,204,1047,0,1033,15353,0,6891
2019/7/9,481,372,4209,1520,206,1262,8884,1103,10867
2019/7/10,849,0,0,1439,0,0,10169,0,0
2019/7/11,82,0,0,65,0,0,320,0,0
2019/7/12,51,0,0,197,0,0,850,0,0
2019/7/13,0,0,0,0,0,0,0,0,0
2019/7/14,0,0,98,0,0,104,0,0,714
2019/7/15,0,0,0,0,0,0,0,0,0
2019/7/16,0,0,0,0,0,0,0,0,0
2019/7/17,0,0,53,0,0,137,0,0,565
2019/7/18,0,0,0,0,0,0,0,0,0
2019/7/19,0,0,125,0,0,420,0,0,2398
2019/7/20,121,0,134,237,0,327,903,0,1436
2019/7/21,256,0,320,258,0,690,1851,0,2192
2019/7/22,0,0,151,0,0,468,0,0,1417
2019/7/23,24,0,2617,0,0,1550,3716,0,23417
2019/7/24,50,0,0,118,0,0,1530,0,0
2019/7/25,48,0,9261,23,0,4716,238,0,67711
2019/7/26,340,315,53,1277,778,17,4898,4117,188
2019/7/27,0,0,0,0,0,0,0,0,0
2019/7/28,0,0,280,0,0,151,0,0,597
2019/7/29,160,0,0,244,0,0,661,0,0
2019/7/30,0,0,583,0,0,826,0,0,10017
2019/7/31,0,0,0,0,0,0,0,0,0
2019/8/1,33,0,0,30,0,0,208,0,0
2019/8/2,46,0,0,42,0,0,395,0,0
2019/8/3,0,0,76,0,0,402,0,0,2037
2019/8/4,0,0,26,0,0,32,0,0,131
2019/8/5,0,0,23,0,0,35,0,0,249
2019/8/6,123,0,82,623,0,88,2600,0,429
2019/8/7,0,0,0,0,0,0,0,0,0
2019/8/8,0,0,0,0,0,0,0,0,0
2019/8/9,0,0,3361,0,0,2532,0,0,30779
2019/8/10,0,0,0,0,0,0,0,0,0
2019/8/11,0,0,1762,0,0,1654,0,0,9258
2019/8/12,0,0,128,0,0,32,0,0,321
2019/8/13,0,0,0,0,0,0,0,0,0
2019/8/14,0,0,94,0,0,174,0,0,1125
2019/8/15,0,0,0,0,0,0,0,0,0
2019/8/16,0,0,317,0,0,451,0,0,4078
2019/8/17,2801,0,703,1613,0,1490,24444,0,7620
2019/8/18,120,31,0,228,174,0,1728,2104,0
2019/8/19,0,0,0,0,0,0,0,0,0
2019/8/20,65,0,51,259,0,177,3381,0,692
2019/8/21,3420,0,692,2800,0,450,32007,0,8369
2019/8/22,0,0,0,0,0,0,0,0,0
2019/8/23,0,0,0,0,0,0,0,0,0
2019/8/24,0,0,0,0,0,0,0,0,0
2019/8/25,0,0,0,0,0,0,0,0,0
2019/8/26,0,0,713,0,0,113,0,0,514
2019/8/27,39,0,63,54,0,85,531,0,448
2019/8/28,0,0,104,0,0,119,0,0,1162
2019/8/29,24,0,0,19,0,0,314,0,0
2019/8/30,249,0,0,329,0,0,1971,0,0
2019/8/31,0,0,504,0,0,705,0,0,3159
2019/9/1,0,100,28,0,431,11,0,2376,119
2019/9/2,103,0,0,192,0,0,535,0,0
2019/9/3,167,0,0,605,0,0,2315,0,0
2019/9/4,122,0,259,69,0,38,319,0,480
2019/9/5,232,0,65,449,0,148,2418,0,542
2019/9/6,0,0,0,0,0,0,0,0,0
2019/9/7,151,0,84,126,0,232,773,0,1067
2019/9/8,0,0,432,0,0,873,0,0,3807
2019/9/9,0,0,1351,0,0,1407,0,0,9294
2019/9/10,0,0,0,0,0,0,0,0,0
2019/9/11,0,0,0,0,0,0,0,0,0
2019/9/12,0,0,355,0,0,1318,0,0,5320
2019/9/13,0,0,388,0,0,709,0,0,5261
2019/9/14,0,0,0,0,0,0,0,0,0
2019/9/15,0,0,42,0,0,19,0,0,447
2019/9/16,63,0,3912,34,0,11059,9356,0,184553
2019/9/17,94,0,316,287,0,3117,1023,0,23761
2019/9/18,0,0,70,0,0,212,0,0,387
2019/9/19,0,0,0,0,0,0,0,0,0
2019/9/20,0,0,0,0,0,0,0,0,0
2019/9/21,0,0,0,0,0,0,0,0,0
2019/9/22,0,0,0,0,0,0,0,0,0
2019/9/23,0,0,0,0,0,0,0,0,0
2019/9/24,0,0,1329,0,0,3813,0,0,57505
2019/9/25,0,0,573,0,0,1650,0,0,7435
2019/9/26,97,0,891,144,0,866,1218,0,19840
2019/9/27,0,0,247,0,0,362,0,0,3138
2019/9/28,148,0,0,507,0,0,2001,0,0
2019/9/29,184,0,4409,419,0,5557,2585,0,80088
2019/9/30,0,0,92,0,0,60,0,0,211
2019/10/1,0,0,91,0,0,858,0,0,3818
2019/10/2,52,0,0,72,0,0,399,0,0
2019/10/3,0,0,93,0,0,201,0,0,1786
2019/10/4,0,0,0,0,0,0,0,0,0
2019/10/5,0,0,83,0,0,65,0,0,243
2019/10/6,0,0,396,0,0,445,0,0,3253
2019/10/7,0,0,0,0,0,0,0,0,0
2019/10/8,0,0,1618,0,0,1804,0,0,45197
2019/10/9,0,92,17,0,47,76,0,477,321
2019/10/10,246,0,537,362,0,690,1816,0,3086
2019/10/11,443,0,290,1792,0,472,25241,0,3069
2019/10/12,190,0,0,136,0,0,847,0,0
2019/10/13,0,0,15,0,0,11,0,0,173
2019/10/14,0,0,76,0,0,812,0,0,2315
2019/10/15,407,0,822,279,0,781,4016,0,9698
2019/10/16,46,0,919,112,0,2282,355,0,73765
2019/10/17,226,0,124,262,0,306,1319,0,827
2019/10/18,229,1024,147,532,1551,627,1876,8323,2917
2019/10/19,0,0,229,0,0,782,0,0,39322
2019/10/20,144,0,17,95,0,24,604,0,101
2019/10/21,22,62,798,7,46,975,150,336,12314
2019/10/22,0,0,43,0,0,110,0,0,525
2019/10/23,0,0,0,0,0,0,0,0,0
2019/10/24,0,51,0,0,178,0,0,486,0
2019/10/25,182,0,4992,395,0,3448,34752,0,90614
2019/10/26,213,0,486,241,0,135,1457,0,1453
2019/10/27,0,0,1958,0,0,1384,0,0,13265
2019/10/28,130,0,161,199,0,11,1330,0,930
2019/10/29,2173,110,594,1134,145,832,6916,564,3149
2019/10/30,0,21,588,0,73,1323,0,352,7143
2019/10/31,0,0,116,0,0,211,0,0,2262
2019/11/1,0,0,6049,0,0,3753,0,0,21474
2019/11/2,71,0,668,53,0,955,159,0,4820
2019/11/3,637,0,52,1324,0,71,6214,0,253
2019/11/4,408,0,127,1260,0,242,6404,0,1401
2019/11/5,895,0,91,1150,0,168,5996,0,919
2019/11/6,267,0,356,626,0,221,4996,0,5900
2019/11/7,87,261,517,108,418,422,746,1555,2126
2019/11/8,0,0,1244,0,0,827,0,0,3685
2019/11/9,207,0,0,132,0,0,610,0,0
2019/11/10,138,0,0,333,0,0,1588,0,0
2019/11/11,0,0,0,0,0,0,0,0,0
2019/11/12,0,0,1187,0,0,1975,0,0,7858
2019/11/13,194,0,3529,247,0,1109,1269,0,6720
2019/11/14,0,0,90,0,0,405,0,0,2012
2019/11/15,0,0,0,0,0,0,0,0,0
2019/11/16,0,0,225,0,0,410,0,0,2296
2019/11/17,42,0,207,107,0,472,345,0,5162
2019/11/18,604,0,0,1441,0,0,7611,0,0
2019/11/19,52,0,486,135,0,705,1106,0,11204
2019/11/20,0,0,338,0,0,455,0,0,1738
2019/11/21,0,0,189,0,0,90,0,0,534
2019/11/22,0,0,1055,0,0,862,0,0,4708
2019/11/23,2430,0,1209,4076,0,865,4513,0,3910
2019/11/24,73,0,814,74,0,2012,359,0,93880
2019/11/25,0,0,0,0,0,0,0,0,0
2019/11/26,0,0,0,0,0,0,0,0,0
2019/11/27,285,0,0,86,0,0,209,0,0
2019/11/28,226,0,76,684,0,460,3337,0,10600
2019/11/29,0,0,0,0,0,0,0,0,0
2019/11/30,0,0,0,0,0,0,0,0,0
