date,trans0,trans1,trans2,comm0,comm1,comm2,zan0,zan1,zan2
2019/8/25,80,32,10,117,400,193,1250,480,748
2019/8/26,0,0,9108,0,0,6725,0,0,18666
2019/8/27,56,54,92,183,38,211,7102,119,1468
2019/8/28,166,0,1093,564,0,2532,69571,0,10397
2019/8/29,79,0,420,112,0,1481,14534,0,67814
2019/8/30,595,50,2150,225,199,8207,1035,358,71827
2019/8/31,42,123,155,92,160,757,1199,2253,2594
2019/9/1,38,100,526,120,431,2254,317,2376,44027
2019/9/2,671,296,4639,3763,1173,29788,49705,3664,118145
2019/9/3,46,0,214,469,0,438,3691,0,7361
2019/9/4,233,25,1216,247,162,6735,1283,1104,15988
2019/9/5,78,0,1894,671,0,3361,1885,0,12736
2019/9/6,45,0,3328,73,0,7261,617,0,61660
2019/9/7,469,0,403,2477,0,2857,13119,0,11186
2019/9/8,272,0,201,653,0,618,1995,0,2348
2019/9/9,0,0,1493,0,0,3377,0,0,19554
2019/9/10,18,0,315,95,0,416,1511,0,2980
2019/9/11,5117,0,7844,30943,0,7960,628816,0,138850
2019/9/12,0,0,49726,0,0,15071,0,0,124592
2019/9/13,240,0,727,377,0,1229,1849,0,2895
2019/9/14,135,8,937,523,222,2763,3835,376,12097
2019/9/15,78,0,273,679,0,251,1934,0,922
2019/9/16,482,0,41,720,0,84,15335,0,7797
2019/9/17,225,0,240,410,0,1195,2605,0,3692
2019/9/18,397,0,247,2048,0,1688,12481,0,121232
2019/9/19,0,0,16692,0,0,47215,0,0,926835
2019/9/20,346,332,6290,2990,1962,8160,62280,15276,149567
2019/9/21,0,0,790,0,0,1859,0,0,8410
2019/9/22,407,17,1651,587,1,4226,6483,1257,10612
2019/9/23,151,0,1060,198,0,1661,627,0,5530
2019/9/24,435,93,1587,2643,537,3238,27147,122096,29319
2019/9/25,55,115,597,535,626,1740,8679,3707,7601
2019/9/26,1709,195,15334,14368,2219,41448,551278,14827,293013
2019/9/27,252,62,4221,1080,286,15483,56710,1656,122221
2019/9/28,67,0,5863,867,0,3194,2932,0,17118
2019/9/29,4437,22,26207,1263,191,9911,3637,2306,77476
2019/9/30,468,0,10245,238,0,7307,1725,0,18141
2019/10/1,202,0,76,1547,0,422,6816,0,3730
2019/10/2,454,242,194,1309,223,614,4979,1374,5879
2019/10/3,511,39,1450,4307,334,2538,18880,1755,12864
2019/10/4,96,410,379,570,5564,1668,4910,377375,7710
2019/10/5,1280,0,388,1022,0,628,94995,0,4146
2019/10/6,239,0,73,1431,0,552,6927,0,2194
2019/10/7,1269,0,249,4385,0,1856,29384,0,15608
2019/10/8,23,10,1196,114,39,2115,279,267,21676
2019/10/9,300,0,205,1079,0,1218,5992,0,5873
2019/10/10,537,0,126,2363,0,446,12647,0,5478
2019/10/11,75,0,225,312,0,635,1516,0,1837
2019/10/12,952,0,496,2152,0,1824,12516,0,40665
2019/10/13,201,54,1610,503,233,4937,2228,1078,108920
2019/10/14,125,0,224,340,0,1350,1452,0,4805
2019/10/15,0,0,144,0,0,578,0,0,8694
2019/10/16,0,0,205,0,0,1149,0,0,3103
2019/10/17,0,0,252,0,0,360,0,0,900
2019/10/18,25,0,2104,202,0,3518,573,0,22669
2019/10/19,0,0,740,0,0,1537,0,0,32955
2019/10/20,795,37,1305,419,189,632,5441,1084,2965
2019/10/21,100,0,148,661,0,680,10470,0,2378
2019/10/22,0,0,1905,0,0,965,0,0,1494
2019/10/23,644,0,4214,3058,0,7412,63609,0,78582
2019/10/24,152,8,443,1283,153,1575,4347,499,5456
2019/10/25,231,84,96,784,1301,10,4153,5581,57
2019/10/26,301,0,5344,1038,0,4490,4736,0,13452
2019/10/27,0,0,180,0,0,687,0,0,1930
2019/10/28,154,25,272,201,147,267,572,212,417
2019/10/29,0,11,86,0,91,394,0,255,2537
2019/10/30,87,0,1040,680,0,3266,10660,0,23779
2019/10/31,0,0,5704,0,0,6598,0,0,9631
2019/11/1,28,0,2239,418,0,3720,7501,0,51212
2019/11/2,1342,203,202,1839,129,817,11622,696,4503
2019/11/3,57,24,1646,252,24,778,1441,169,4395
2019/11/4,150,0,9983,2082,0,4439,6449,0,14138
2019/11/5,51,0,3115,343,0,5543,807,0,66263
2019/11/6,240,167,2494,637,195,2610,7196,529,18578
2019/11/7,0,0,151,0,0,586,0,0,2983
2019/11/8,228,0,4393,584,0,7884,2123,0,34225
2019/11/9,30,0,7872,561,0,8362,1131,0,573776
2019/11/10,218,0,18973,1166,0,10888,2943,0,79312
2019/11/11,0,0,11154,0,0,6176,0,0,199628
2019/11/12,127,0,3389,1311,0,2429,8518,0,12222
2019/11/13,216,9,1249,1531,279,1127,8256,843,4167
2019/11/14,42,10,1462,445,81,1161,1588,818,3734
2019/11/15,359,0,927,1530,0,2835,6702,0,18604
2019/11/16,290,0,1888,1423,0,2402,11266,0,8290
2019/11/17,161,0,990,463,0,2155,4665,0,11069
2019/11/18,152,0,18818,817,0,8425,11342,0,33778
2019/11/19,0,0,6026,0,0,3488,0,0,23041
2019/11/20,33,0,8665,252,0,11662,373,0,21608
2019/11/21,1275,0,8135,4714,0,12258,16534,0,31207
2019/11/22,1062,0,2660,1769,0,2669,67624,0,16039
2019/11/23,200,0,2338,2235,0,3235,1516,0,5738
2019/11/24,0,0,34,0,0,362,0,0,2774
2019/11/25,256,0,2056,1288,0,5681,4782,0,27567
2019/11/26,1229,175,7921,537,138,12250,1800,619,58331
2019/11/27,29,0,8028,168,0,8045,10400,0,17125
2019/11/28,424,0,34790,1364,0,27245,7638,0,16164
2019/11/29,172,0,4168,167,0,2550,139,0,6397
2019/11/30,512,161,191,657,790,415,3231,4036,1606
