日期序号,微博条数,积极条数,消极条数,积极转发,积极评论,积极赞,消极转发,消极评论,消极赞,总转发,总评论,总赞,平均积极转发,平均积极评论,平均积极赞,平均消极转发,平均消极评论,平均消极赞
2019/6/15,30,23,7,4956,7565,65272,593,1664,11565,5549 ,9229 ,76837 ,215 ,329 ,2838 ,85 ,238 ,1652 
2019/6/16,30,15,15,1649,7077,40073,5155,10765,71074,6804 ,17842 ,111147 ,110 ,472 ,2672 ,344 ,718 ,4738 
2019/6/17,30,24,6,18561,833288,1805263,9899,3335,23364,28460 ,836623 ,1828627 ,773 ,34720 ,75219 ,1650 ,556 ,3894 
2019/6/18,30,29,1,20521,20832,201836,50,198,17227,20571 ,21030 ,219063 ,708 ,718 ,6960 ,50 ,198 ,17227 
2019/6/19,30,20,10,12117,6660,55615,5314,4191,23940,17431 ,10851 ,79555 ,606 ,333 ,2781 ,531 ,419 ,2394 
2019/6/20,30,18,12,26017,7408,62687,3516,5261,38191,29533 ,12669 ,100878 ,1445 ,412 ,3483 ,293 ,438 ,3183 
2019/6/21,30,26,4,97772,80591,359701,5521,2451,31288,103293 ,83042 ,390989 ,3760 ,3100 ,13835 ,1380 ,613 ,7822 
2019/6/22,30,22,8,12971,7358,78560,1110,3319,16475,14081 ,10677 ,95035 ,590 ,334 ,3571 ,139 ,415 ,2059 
2019/6/23,30,20,10,4473,4277,45101,1817,3170,33203,6290 ,7447 ,78304 ,224 ,214 ,2255 ,182 ,317 ,3320 
2019/6/24,30,13,17,1384,2866,12862,1449,3976,22381,2833 ,6842 ,35243 ,106 ,220 ,989 ,85 ,234 ,1317 
2019/6/25,30,28,2,9805,13439,99251,250,183,2086,10055 ,13622 ,101337 ,350 ,480 ,3545 ,125 ,92 ,1043 
2019/6/26,30,19,11,6741,6770,38969,3734,3238,32867,10475 ,10008 ,71836 ,355 ,356 ,2051 ,339 ,294 ,2988 
2019/6/27,30,24,6,6658,14415,328443,10544,4006,44885,17202 ,18421 ,373328 ,277 ,601 ,13685 ,1757 ,668 ,7481 
2019/6/28,30,27,3,11222,11087,159289,3073,4632,74909,14295 ,15719 ,234198 ,416 ,411 ,5900 ,1024 ,1544 ,24970 
2019/6/29,30,26,4,23751,19480,240389,437,517,6855,24188 ,19997 ,247244 ,914 ,749 ,9246 ,109 ,129 ,1714 
2019/6/30,30,18,12,3974,3879,17827,4155,8061,48298,8129 ,11940 ,66125 ,221 ,216 ,990 ,346 ,672 ,4025 
2019/7/1,30,20,10,2419,1851,10206,640,2132,8416,3059 ,3983 ,18622 ,121 ,93 ,510 ,64 ,213 ,842 
2019/7/2,30,26,4,6437,7886,32727,434,2807,11055,6871 ,10693 ,43782 ,248 ,303 ,1259 ,109 ,702 ,2764 
2019/7/3,30,25,5,3668,3026,12938,641,2749,12609,4309 ,5775 ,25547 ,147 ,121 ,518 ,128 ,550 ,2522 
2019/7/4,30,18,12,1300,3046,9307,477,1582,9231,1777 ,4628 ,18538 ,72 ,169 ,517 ,40 ,132 ,769 
2019/7/5,30,21,9,1350,1661,9933,733,874,4871,2083 ,2535 ,14804 ,64 ,79 ,473 ,81 ,97 ,541 
2019/7/6,30,22,8,15873,19729,68620,1064,2092,11240,16937 ,21821 ,79860 ,722 ,897 ,3119 ,133 ,262 ,1405 
2019/7/7,30,16,14,1850,1971,10456,3805,5623,36597,5655 ,7594 ,47053 ,116 ,123 ,654 ,272 ,402 ,2614 
2019/7/8,30,16,14,5647,4318,47864,152361,149796,185024,158008 ,154114 ,232888 ,353 ,270 ,2992 ,10883 ,10700 ,13216 
2019/7/9,30,19,11,10774,12891,44686,5038,5423,49330,15812 ,18314 ,94016 ,567 ,678 ,2352 ,458 ,493 ,4485 
2019/7/10,30,23,7,5569,14720,82954,1912,2622,35750,7481 ,17342 ,118704 ,242 ,640 ,3607 ,273 ,375 ,5107 
2019/7/11,30,22,8,9698,6959,67004,1000,1020,9068,10698 ,7979 ,76072 ,441 ,316 ,3046 ,125 ,128 ,1134 
2019/7/12,30,20,10,2666,3626,20288,294,796,9313,2960 ,4422 ,29601 ,133 ,181 ,1014 ,29 ,80 ,931 
2019/7/13,30,13,17,2266,3752,15421,1201,3669,23376,3467 ,7421 ,38797 ,174 ,289 ,1186 ,71 ,216 ,1375 
2019/7/14,30,19,11,2150,4692,30803,1361,2852,38181,3511 ,7544 ,68984 ,113 ,247 ,1621 ,124 ,259 ,3471 
2019/7/15,30,20,10,5687,4642,47306,14975,7004,35680,20662 ,11646 ,82986 ,284 ,232 ,2365 ,1498 ,700 ,3568 
2019/7/16,30,23,7,2812,4660,24949,10715,3225,18446,13527 ,7885 ,43395 ,122 ,203 ,1085 ,1531 ,461 ,2635 
2019/7/17,30,28,2,9039,25293,599104,162,414,4014,9201 ,25707 ,603118 ,323 ,903 ,21397 ,81 ,207 ,2007 
2019/7/18,30,18,12,3798,5127,33364,1865,2174,15604,5663 ,7301 ,48968 ,211 ,285 ,1854 ,155 ,181 ,1300 
2019/7/19,30,23,7,12868,8369,78275,919,2007,7148,13787 ,10376 ,85423 ,559 ,364 ,3403 ,131 ,287 ,1021 
2019/7/20,30,19,11,14589,3865,26875,531,2284,12594,15120 ,6149 ,39469 ,768 ,203 ,1414 ,48 ,208 ,1145 
2019/7/21,30,23,7,1605,1334,5499,537,1322,5631,2142 ,2656 ,11130 ,70 ,58 ,239 ,77 ,189 ,804 
2019/7/22,30,25,5,12095,11923,131532,268,1906,16213,12363 ,13829 ,147745 ,484 ,477 ,5261 ,54 ,381 ,3243 
2019/7/23,30,27,3,15745,15692,348198,52,232,34930,15797 ,15924 ,383128 ,583 ,581 ,12896 ,17 ,77 ,11643 
2019/7/24,30,23,7,3606,6019,49780,1067,1810,56911,4673 ,7829 ,106691 ,157 ,262 ,2164 ,152 ,259 ,8130 
2019/7/25,30,20,10,10669,10051,108383,4074,3559,48857,14743 ,13610 ,157240 ,533 ,503 ,5419 ,407 ,356 ,4886 
2019/7/26,30,13,17,3866,6646,49237,10156,14866,498279,14022 ,21512 ,547516 ,297 ,511 ,3787 ,597 ,874 ,29311 
2019/7/27,30,20,10,4500,6145,22203,769,2547,22567,5269 ,8692 ,44770 ,225 ,307 ,1110 ,77 ,255 ,2257 
2019/7/28,30,15,15,2085,2418,8325,1783,3222,46163,3868 ,5640 ,54488 ,139 ,161 ,555 ,119 ,215 ,3078 
2019/7/29,30,19,11,1357,3273,26129,980,1764,42112,2337 ,5037 ,68241 ,71 ,172 ,1375 ,89 ,160 ,3828 
2019/7/30,30,15,15,865,2181,16304,1309,3781,39533,2174 ,5962 ,55837 ,58 ,145 ,1087 ,87 ,252 ,2636 
2019/7/31,30,20,10,2793,3853,15967,1304,2635,11561,4097 ,6488 ,27528 ,140 ,193 ,798 ,130 ,264 ,1156 
2019/8/1,30,14,16,17848,10935,18421,889,2541,12348,18737 ,13476 ,30769 ,1275 ,781 ,1316 ,56 ,159 ,772 
2019/8/2,30,22,8,3807,13242,47258,717,1859,12096,4524 ,15101 ,59354 ,173 ,602 ,2148 ,90 ,232 ,1512 
2019/8/3,30,22,8,2590,2852,21068,135,1214,13085,2725 ,4066 ,34153 ,118 ,130 ,958 ,17 ,152 ,1636 
2019/8/4,30,21,9,1225,1581,9812,372,1463,9900,1597 ,3044 ,19712 ,58 ,75 ,467 ,41 ,163 ,1100 
2019/8/5,30,19,11,7777,4367,27817,440,2699,12853,8217 ,7066 ,40670 ,409 ,230 ,1464 ,40 ,245 ,1168 
2019/8/6,30,21,9,12229,6048,39863,702,2926,22162,12931 ,8974 ,62025 ,582 ,288 ,1898 ,78 ,325 ,2462 
2019/8/7,30,18,12,1498,2480,9343,1342,2475,19880,2840 ,4955 ,29223 ,83 ,138 ,519 ,112 ,206 ,1657 
2019/8/8,30,26,4,5527,10416,118722,259,1124,22878,5786 ,11540 ,141600 ,213 ,401 ,4566 ,65 ,281 ,5720 
2019/8/9,30,28,2,81961,58604,1632650,161,545,49389,82122 ,59149 ,1682039 ,2927 ,2093 ,58309 ,81 ,273 ,24695 
2019/8/10,30,25,5,7803,8914,124602,590,1230,93018,8393 ,10144 ,217620 ,312 ,357 ,4984 ,118 ,246 ,18604 
2019/8/11,30,23,7,7452,7554,52307,1374,2117,23298,8826 ,9671 ,75605 ,324 ,328 ,2274 ,196 ,302 ,3328 
2019/8/12,30,20,10,2417,4240,36447,4071,3160,18145,6488 ,7400 ,54592 ,121 ,212 ,1822 ,407 ,316 ,1815 
2019/8/13,30,14,16,2329,9536,63548,3358,8780,82462,5687 ,18316 ,146010 ,166 ,681 ,4539 ,210 ,549 ,5154 
2019/8/14,30,21,9,21630,22335,964972,2546,4080,32456,24176 ,26415 ,997428 ,1030 ,1064 ,45951 ,283 ,453 ,3606 
2019/8/15,30,25,5,4113,3737,130301,401,445,5605,4514 ,4182 ,135906 ,165 ,149 ,5212 ,80 ,89 ,1121 
2019/8/16,30,25,5,18369,12716,60597,225,906,15887,18594 ,13622 ,76484 ,735 ,509 ,2424 ,45 ,181 ,3177 
2019/8/17,30,15,15,9905,4243,61373,5331,6957,79358,15236 ,11200 ,140731 ,660 ,283 ,4092 ,355 ,464 ,5291 
2019/8/18,30,14,16,2414,3165,51616,1948,3552,53928,4362 ,6717 ,105544 ,172 ,226 ,3687 ,122 ,222 ,3371 
2019/8/19,30,17,13,24198,14791,196966,1558,2227,36889,25756 ,17018 ,233855 ,1423 ,870 ,11586 ,120 ,171 ,2838 
2019/8/20,30,13,17,3108,4234,63848,3681,4403,56858,6789 ,8637 ,120706 ,239 ,326 ,4911 ,217 ,259 ,3345 
2019/8/21,30,24,6,23649,11303,84929,5382,3553,66756,29031 ,14856 ,151685 ,985 ,471 ,3539 ,897 ,592 ,11126 
2019/8/22,30,26,4,11134,16274,185064,1322,1542,21279,12456 ,17816 ,206343 ,428 ,626 ,7118 ,331 ,386 ,5320 
2019/8/23,30,27,3,103044,22466,409722,12510,3238,82695,115554 ,25704 ,492417 ,3816 ,832 ,15175 ,4170 ,1079 ,27565 
2019/8/24,30,23,7,10427,6940,29698,537,1743,18962,10964 ,8683 ,48660 ,453 ,302 ,1291 ,77 ,249 ,2709 
2019/8/25,30,22,8,12270,4560,76314,1097,1505,5691,13367 ,6065 ,82005 ,558 ,207 ,3469 ,137 ,188 ,711 
2019/8/26,30,27,3,12595,13282,120910,653,1674,52216,13248 ,14956 ,173126 ,466 ,492 ,4478 ,218 ,558 ,17405 
2019/8/27,30,24,6,4054,2643,15133,329,450,9055,4383 ,3093 ,24188 ,169 ,110 ,631 ,55 ,75 ,1509 
2019/8/28,30,21,9,3203,5877,27957,942,1862,74972,4145 ,7739 ,102929 ,153 ,280 ,1331 ,105 ,207 ,8330 
2019/8/29,30,23,7,2232,4644,90941,251,269,15959,2483 ,4913 ,106900 ,97 ,202 ,3954 ,36 ,38 ,2280 
2019/8/30,30,26,4,10023,11596,122501,939,948,4155,10962 ,12544 ,126656 ,386 ,446 ,4712 ,235 ,237 ,1039 
2019/8/31,30,23,7,9335,8904,35976,846,3732,19782,10181 ,12636 ,55758 ,406 ,387 ,1564 ,121 ,533 ,2826 
2019/9/1,30,24,6,3469,7258,79313,422,2505,11039,3891 ,9763 ,90352 ,145 ,302 ,3305 ,70 ,418 ,1840 
2019/9/2,30,18,12,5935,32126,132793,1493,5748,56440,7428 ,37874 ,189233 ,330 ,1785 ,7377 ,124 ,479 ,4703 
2019/9/3,30,25,5,7036,5755,70634,280,1190,6636,7316 ,6945 ,77270 ,281 ,230 ,2825 ,56 ,238 ,1327 
2019/9/4,30,21,9,3486,9480,73022,950,2880,20808,4436 ,12360 ,93830 ,166 ,451 ,3477 ,106 ,320 ,2312 
2019/9/5,30,22,8,18927,8863,55828,635,2533,12324,19562 ,11396 ,68152 ,860 ,403 ,2538 ,79 ,317 ,1541 
2019/9/6,30,28,2,5407,14275,121456,369,328,2094,5776 ,14603 ,123550 ,193 ,510 ,4338 ,185 ,164 ,1047 
2019/9/7,30,17,13,2113,5658,24807,1171,4225,34474,3284 ,9883 ,59281 ,124 ,333 ,1459 ,90 ,325 ,2652 
2019/9/8,30,24,6,2500,5224,27131,486,1292,11010,2986 ,6516 ,38141 ,104 ,218 ,1130 ,81 ,215 ,1835 
2019/9/9,30,27,3,6154,10483,56816,359,230,1504,6513 ,10713 ,58320 ,228 ,388 ,2104 ,120 ,77 ,501 
2019/9/10,30,14,16,18225,11564,41197,11685,2250,13296,29910 ,13814 ,54493 ,1302 ,826 ,2943 ,730 ,141 ,831 
2019/9/11,30,25,5,17988,36590,1062556,5248,31682,658918,23236 ,68272 ,1721474 ,720 ,1464 ,42502 ,1050 ,6336 ,131784 
2019/9/12,30,25,5,53708,20528,139621,828,2090,15709,54536 ,22618 ,155330 ,2148 ,821 ,5585 ,166 ,418 ,3142 
2019/9/13,30,24,6,2439,5451,59911,998,3033,17166,3437 ,8484 ,77077 ,102 ,227 ,2496 ,166 ,506 ,2861 
2019/9/14,30,15,15,1959,6655,17310,1426,3874,17986,3385 ,10529 ,35296 ,131 ,444 ,1154 ,95 ,258 ,1199 
2019/9/15,30,21,9,7648,6839,25004,1273,5482,21976,8921 ,12321 ,46980 ,364 ,326 ,1191 ,141 ,609 ,2442 
2019/9/16,30,19,11,13017,19269,273777,2107,3309,35708,15124 ,22578 ,309485 ,685 ,1014 ,14409 ,192 ,301 ,3246 
2019/9/17,30,15,15,1553,7581,39476,1361,4991,25087,2914 ,12572 ,64563 ,104 ,505 ,2632 ,91 ,333 ,1672 
2019/9/18,30,24,6,3224,9100,177272,1027,3629,22350,4251 ,12729 ,199622 ,134 ,379 ,7386 ,171 ,605 ,3725 
2019/9/19,30,28,2,36373,76149,1724117,1222,2629,96017,37595 ,78778 ,1820134 ,1299 ,2720 ,61576 ,611 ,1315 ,48009 
2019/9/20,30,24,6,19570,20452,525111,2369,5912,81580,21939 ,26364 ,606691 ,815 ,852 ,21880 ,395 ,985 ,13597 
2019/9/21,30,24,6,3267,5902,24337,879,4114,23640,4146 ,10016 ,47977 ,136 ,246 ,1014 ,147 ,686 ,3940 
2019/9/22,30,18,12,3589,7784,65245,1445,7407,74477,5034 ,15191 ,139722 ,199 ,432 ,3625 ,120 ,617 ,6206 
2019/9/23,30,25,5,9997,15036,200841,776,493,2138,10773 ,15529 ,202979 ,400 ,601 ,8034 ,155 ,99 ,428 
2019/9/24,30,23,7,7830,16481,211701,7669,7857,169126,15499 ,24338 ,380827 ,340 ,717 ,9204 ,1096 ,1122 ,24161 
2019/9/25,30,24,6,2116,5181,26743,616,3557,35116,2732 ,8738 ,61859 ,88 ,216 ,1114 ,103 ,593 ,5853 
2019/9/26,30,21,9,34024,65175,416984,2741,26626,666114,36765 ,91801 ,1083098 ,1620 ,3104 ,19856 ,305 ,2958 ,74013 
2019/9/27,30,19,11,6671,17888,133115,1856,9315,118206,8527 ,27203 ,251321 ,351 ,941 ,7006 ,169 ,847 ,10746 
2019/9/28,30,24,6,10671,11336,47063,781,3720,33119,11452 ,15056 ,80182 ,445 ,472 ,1961 ,130 ,620 ,5520 
2019/9/29,30,21,9,35927,21647,191181,5336,2705,12638,41263 ,24352 ,203819 ,1711 ,1031 ,9104 ,593 ,301 ,1404 
2019/9/30,30,25,5,12710,10323,32341,730,1436,4146,13440 ,11759 ,36487 ,508 ,413 ,1294 ,146 ,287 ,829 
2019-09-31,30,26,4,407621,123870,1106025,1326,3640,25433,408947 ,127510 ,1131458 ,15678 ,4764 ,42539 ,332 ,910 ,6358 
2019/10/1,30,20,10,6801,3130,40944,567,3960,24872,7368 ,7090 ,65816 ,340 ,157 ,2047 ,57 ,396 ,2487 
2019/10/2,30,15,15,639,2945,19979,1624,6722,28589,2263 ,9667 ,48568 ,43 ,196 ,1332 ,108 ,448 ,1906 
2019/10/3,30,19,11,3738,5394,31592,1020,7772,31554,4758 ,13166 ,63146 ,197 ,284 ,1663 ,93 ,707 ,2869 
2019/10/4,30,19,11,2017,5181,15035,817,9255,390486,2834 ,14436 ,405521 ,106 ,273 ,791 ,74 ,841 ,35499 
2019/10/5,30,16,14,8599,9687,123024,2560,7369,137481,11159 ,17056 ,260505 ,537 ,605 ,7689 ,183 ,526 ,9820 
2019/10/6,30,18,12,676,3066,12446,566,2687,14090,1242 ,5753 ,26536 ,38 ,170 ,691 ,47 ,224 ,1174 
2019/10/7,30,15,15,1611,3335,23309,2276,7235,74444,3887 ,10570 ,97753 ,107 ,222 ,1554 ,152 ,482 ,4963 
2019/10/8,30,20,10,84188,32898,250418,288,724,3965,84476 ,33622 ,254383 ,4209 ,1645 ,12521 ,29 ,72 ,397 
2019/10/9,30,20,10,3852,6393,20695,856,3798,23209,4708 ,10191 ,43904 ,193 ,320 ,1035 ,86 ,380 ,2321 
2019/10/10,30,19,11,1928,3232,27261,815,2760,14580,2743 ,5992 ,41841 ,101 ,170 ,1435 ,74 ,251 ,1325 
2019/10/11,30,19,11,8144,7827,32737,1469,6173,45709,9613 ,14000 ,78446 ,429 ,412 ,1723 ,134 ,561 ,4155 
2019/10/12,30,16,14,3991,6889,98887,2100,4913,29825,6091 ,11802 ,128712 ,249 ,431 ,6180 ,150 ,351 ,2130 
2019/10/13,30,19,11,2928,8150,123587,797,3587,20658,3725 ,11737 ,144245 ,154 ,429 ,6505 ,72 ,326 ,1878 
2019/10/14,30,25,5,2508,4253,21278,314,741,4818,2822 ,4994 ,26096 ,100 ,170 ,851 ,63 ,148 ,964 
2019/10/15,30,26,4,2681,3402,34236,518,434,5970,3199 ,3836 ,40206 ,103 ,131 ,1317 ,130 ,109 ,1493 
2019/10/16,30,25,5,2360,6225,88863,440,1761,68963,2800 ,7986 ,157826 ,94 ,249 ,3555 ,88 ,352 ,13793 
2019/10/17,30,18,12,4629,4631,20381,802,3429,18475,5431 ,8060 ,38856 ,257 ,257 ,1132 ,67 ,286 ,1540 
2019/10/18,30,25,5,14420,11344,58119,1411,2895,12054,15831 ,14239 ,70173 ,577 ,454 ,2325 ,282 ,579 ,2411 
2019/10/19,30,26,4,16828,11649,180705,705,1359,10211,17533 ,13008 ,190916 ,647 ,448 ,6950 ,176 ,340 ,2553 
2019/10/20,30,22,8,7546,3139,16624,1056,1746,13288,8602 ,4885 ,29912 ,343 ,143 ,756 ,132 ,218 ,1661 
2019/10/21,30,21,9,5240,6882,30670,503,2445,16053,5743 ,9327 ,46723 ,250 ,328 ,1460 ,56 ,272 ,1784 
2019/10/22,30,25,5,9603,4637,25647,965,1974,11391,10568 ,6611 ,37038 ,384 ,185 ,1026 ,193 ,395 ,2278 
2019/10/23,30,19,11,5413,8724,83214,2123,5669,85338,7536 ,14393 ,168552 ,285 ,459 ,4380 ,193 ,515 ,7758 
2019/10/24,30,23,7,5756,4892,15467,248,1909,6366,6004 ,6801 ,21833 ,250 ,213 ,672 ,35 ,273 ,909 
2019/10/25,30,21,9,5754,3820,91596,713,3058,47936,6467 ,6878 ,139532 ,274 ,182 ,4362 ,79 ,340 ,5326 
2019/10/26,30,20,10,20233,7975,27432,1012,2248,19964,21245 ,10223 ,47396 ,1012 ,399 ,1372 ,101 ,225 ,1996 
2019/10/27,30,25,5,5399,5604,28854,301,1218,8798,5700 ,6822 ,37652 ,216 ,224 ,1154 ,60 ,244 ,1760 
2019/10/28,30,19,11,8520,13560,138273,18944,5774,15621,27464 ,19334 ,153894 ,448 ,714 ,7278 ,1722 ,525 ,1420 
2019/10/29,30,23,7,9051,10517,51531,2461,1795,9622,11512 ,12312 ,61153 ,394 ,457 ,2240 ,352 ,256 ,1375 
2019/10/30,30,25,5,4919,7688,44459,1451,1157,14931,6370 ,8845 ,59390 ,197 ,308 ,1778 ,290 ,231 ,2986 
2019/10/31,30,25,5,8111,21539,38246,2213,2136,16274,10324 ,23675 ,54520 ,324 ,862 ,1530 ,443 ,427 ,3255 
2019/11/1,30,23,7,36594,36238,286965,4000,10727,124407,40594 ,46965 ,411372 ,1591 ,1576 ,12477 ,571 ,1532 ,17772 
2019/11/2,30,19,11,2982,6812,18512,2825,4685,28964,5807 ,11497 ,47476 ,157 ,359 ,974 ,257 ,426 ,2633 
2019/11/3,30,20,10,10453,9036,79628,1234,3049,14447,11687 ,12085 ,94075 ,523 ,452 ,3981 ,123 ,305 ,1445 
2019/11/4,30,22,8,16264,8415,26651,608,3679,14823,16872 ,12094 ,41474 ,739 ,383 ,1211 ,76 ,460 ,1853 
2019/11/5,30,21,9,5861,7641,76743,1284,2255,10627,7145 ,9896 ,87370 ,279 ,364 ,3654 ,143 ,251 ,1181 
2019/11/6,30,22,8,6017,16181,47247,534,1475,8786,6551 ,17656 ,56033 ,274 ,736 ,2148 ,67 ,184 ,1098 
2019/11/7,30,20,10,4530,6689,34184,2987,2229,15764,7517 ,8918 ,49948 ,227 ,334 ,1709 ,299 ,223 ,1576 
2019/11/8,30,24,6,9939,11998,66635,681,1691,5453,10620 ,13689 ,72088 ,414 ,500 ,2776 ,114 ,282 ,909 
2019/11/9,30,23,7,10355,19685,585079,456,2313,10392,10811 ,21998 ,595471 ,450 ,856 ,25438 ,65 ,330 ,1485 
2019/11/10,30,23,7,26759,16660,99122,672,2787,8622,27431 ,19447 ,107744 ,1163 ,724 ,4310 ,96 ,398 ,1232 
2019/11/11,30,17,13,26430,36895,247357,3476,4308,74724,29906 ,41203 ,322081 ,1555 ,2170 ,14550 ,267 ,331 ,5748 
2019/11/12,30,23,7,10689,9815,43917,565,2470,15060,11254 ,12285 ,58977 ,465 ,427 ,1909 ,81 ,353 ,2151 
2019/11/13,30,21,9,5317,3184,17142,1384,4788,19510,6701 ,7972 ,36652 ,253 ,152 ,816 ,154 ,532 ,2168 
2019/11/14,30,21,9,3717,4515,23685,283,2224,9168,4000 ,6739 ,32853 ,177 ,215 ,1128 ,31 ,247 ,1019 
2019/11/15,30,22,8,2867,5348,28110,999,3878,17026,3866 ,9226 ,45136 ,130 ,243 ,1278 ,125 ,485 ,2128 
2019/11/16,30,20,10,4275,5782,20620,3365,4124,38678,7640 ,9906 ,59298 ,214 ,289 ,1031 ,337 ,412 ,3868 
2019/11/17,30,19,11,3272,3503,24399,428,1814,10167,3700 ,5317 ,34566 ,172 ,184 ,1284 ,39 ,165 ,924 
2019/11/18,30,16,14,29635,20423,61307,1574,4083,32127,31209 ,24506 ,93434 ,1852 ,1276 ,3832 ,112 ,292 ,2295 
2019/11/19,30,27,3,22971,12893,82875,106,492,3069,23077 ,13385 ,85944 ,851 ,478 ,3069 ,35 ,164 ,1023 
2019/11/20,30,22,8,42026,17409,47183,247,2620,6910,42273 ,20029 ,54093 ,1910 ,791 ,2145 ,31 ,328 ,864 
2019/11/21,30,25,5,11271,14915,41410,1289,4747,19404,12560 ,19662 ,60814 ,451 ,597 ,1656 ,258 ,949 ,3881 
2019/11/22,30,24,6,28095,10128,61438,3172,2832,93333,31267 ,12960 ,154771 ,1171 ,422 ,2560 ,529 ,472 ,15556 
2019/11/23,30,21,9,11456,7197,24882,2725,5458,9041,14181 ,12655 ,33923 ,546 ,343 ,1185 ,303 ,606 ,1005 
2019/11/24,30,24,6,8067,6750,116008,780,1358,9064,8847 ,8108 ,125072 ,336 ,281 ,4834 ,130 ,226 ,1511 
2019/11/25,30,20,10,21043,18437,82296,3908,4683,30453,24951 ,23120 ,112749 ,1052 ,922 ,4115 ,391 ,468 ,3045 
2019/11/26,30,25,5,15774,24475,147078,1783,1451,9576,17557 ,25926 ,156654 ,631 ,979 ,5883 ,357 ,290 ,1915 
2019/11/27,30,20,10,16135,15629,34665,11506,5622,19548,27641 ,21251 ,54213 ,807 ,781 ,1733 ,1151 ,562 ,1955 
2019/11/28,30,21,9,68638,44889,82479,9666,6239,50824,78304 ,51128 ,133303 ,3268 ,2138 ,3928 ,1074 ,693 ,5647 
2019/11/29,30,18,12,34607,10340,62683,3429,5153,29010,38036 ,15493 ,91693 ,1923 ,574 ,3482 ,286 ,429 ,2418 
2019/11/30,30,17,13,31888,9625,64208,2809,6789,42853,34697 ,16414 ,107061 ,1876 ,566 ,3777 ,216 ,522 ,3296 
2019/12/1,30,9,21,2332,2167,12330,25325,45416,584334,27657 ,47583 ,596664 ,259 ,241 ,1370 ,1206 ,2163 ,27825 
2019/12/2,30,5,25,6494,20247,234291,44390,99641,1089909,50884 ,119888 ,1324200 ,1299 ,4049 ,46858 ,1776 ,3986 ,43596 
2019/12/3,30,9,21,60814,25372,207056,34840,63819,561526,95654 ,89191 ,768582 ,6757 ,2819 ,23006 ,1659 ,3039 ,26739 
2019/12/4,30,10,20,85368,19287,102893,11108,36729,328554,96476 ,56016 ,431447 ,8537 ,1929 ,10289 ,555 ,1836 ,16428 
2019/12/5,30,22,8,172577,54294,507817,15521,29744,203672,188098 ,84038 ,711489 ,7844 ,2468 ,23083 ,1940 ,3718 ,25459 
2019/12/6,30,16,14,66368,8980,109903,5377,6221,71299,71745 ,15201 ,181202 ,4148 ,561 ,6869 ,384 ,444 ,5093 
2019/12/7,30,18,12,87721,11229,92038,5133,10495,68341,92854 ,21724 ,160379 ,4873 ,624 ,5113 ,428 ,875 ,5695 
2019/12/8,30,23,7,21708,15002,62796,21842,3787,12866,43550 ,18789 ,75662 ,944 ,652 ,2730 ,3120 ,541 ,1838 
2019/12/9,30,19,11,3855,7556,90316,1530,3819,65126,5385 ,11375 ,155442 ,203 ,398 ,4753 ,139 ,347 ,5921 
2019/12/10,30,24,6,100348,22949,201492,1774,3562,22928,102122 ,26511 ,224420 ,4181 ,956 ,8396 ,296 ,594 ,3821 
2019/12/11,30,24,6,11741,17973,196521,1663,4681,23922,13404 ,22654 ,220443 ,489 ,749 ,8188 ,277 ,780 ,3987 
2019/12/12,30,24,6,53415,701625,1778343,1510,1336,79707,54925 ,702961 ,1858050 ,2226 ,29234 ,74098 ,252 ,223 ,13285 
2019/12/13,30,17,13,8716,13217,38572,949,1477,14254,9665 ,14694 ,52826 ,513 ,777 ,2269 ,73 ,114 ,1096 
2019/12/14,30,21,9,3658,9560,41856,570,2453,25162,4228 ,12013 ,67018 ,174 ,455 ,1993 ,63 ,273 ,2796 
2019/12/15,30,19,11,8222,13115,86533,1604,2436,17550,9826 ,15551 ,104083 ,433 ,690 ,4554 ,146 ,221 ,1595 
2019/12/16,30,22,8,10671,8052,78433,371,1683,13472,11042 ,9735 ,91905 ,485 ,366 ,3565 ,46 ,210 ,1684 
2019/12/17,30,21,9,8243,8350,40055,410,1538,33315,8653 ,9888 ,73370 ,393 ,398 ,1907 ,46 ,171 ,3702 
2019/12/18,30,20,10,10557,7522,25665,911,1935,21025,11468 ,9457 ,46690 ,528 ,376 ,1283 ,91 ,194 ,2103 
2019/12/19,30,21,9,10646,11022,98875,693,3152,64157,11339 ,14174 ,163032 ,507 ,525 ,4708 ,77 ,350 ,7129 
2019/12/20,30,21,9,5201,9564,42099,11699,5489,18605,16900 ,15053 ,60704 ,248 ,455 ,2005 ,1300 ,610 ,2067 
2019/12/21,30,26,4,32034,25339,61652,279,1808,8397,32313 ,27147 ,70049 ,1232 ,975 ,2371 ,70 ,452 ,2099 
2019/12/22,30,25,5,38134,23520,70677,289,2124,9567,38423 ,25644 ,80244 ,1525 ,941 ,2827 ,58 ,425 ,1913 
2019/12/23,30,25,5,200847,247853,1304064,647,2911,30244,201494 ,250764 ,1334308 ,8034 ,9914 ,52163 ,129 ,582 ,6049 
2019/12/24,30,18,12,10432,15732,32647,1695,2727,18840,12127 ,18459 ,51487 ,580 ,874 ,1814 ,141 ,227 ,1570 
2019/12/25,30,25,5,27120,38410,479062,513,1903,12494,27633 ,40313 ,491556 ,1085 ,1536 ,19162 ,103 ,381 ,2499 
2019/12/26,30,21,9,19338,6790,34564,1687,2916,25158,21025 ,9706 ,59722 ,921 ,323 ,1646 ,187 ,324 ,2795 
