date,trans0,trans1,trans2,comm0,comm1,comm2,zan0,zan1,zan2,r
2019-11-30,0,0,0,0,0,0,0,0,0,0
2019-12-01,327,0,0,913,0,0,5348,0,0,0.0
2019-12-02,952,0,0,2318,0,0,10064,0,0,0.0
2019-12-03,281,0,532,1962,0,8051,8915,0,85138,0.8936107323677762
2019-12-04,468,0,0,1963,0,0,9855,0,0,0.0
2019-12-05,616,0,0,1756,0,0,9015,0,0,0.0
2019-12-06,0,0,0,0,0,0,0,0,0,0
2019-12-07,0,0,0,0,0,0,0,0,0,0
2019-12-08,223,0,33,1156,0,9,3216,0,127,0.03547439126784215
2019-12-09,349,0,396,1489,0,1372,8088,0,11939,0.5799940760800576
2019-12-10,0,0,239,0,0,1147,0,0,6831,1.0
2019-12-11,733,0,1083,3254,0,2134,17152,0,6988,0.3255806533945891
2019-12-12,0,0,0,0,0,0,0,0,0,0
2019-12-13,0,0,0,0,0,0,0,0,0,0
2019-12-14,9,0,0,87,0,0,453,0,0,0.0
2019-12-15,305,0,886,370,0,2384,3130,0,12946,0.8099495529693822
2019-12-16,74,0,480,91,0,979,286,0,37454,0.9885428310131085
2019-12-17,90,70,365,770,198,498,2425,629,3554,0.5136643795790208
2019-12-18,86,0,514,287,0,536,1996,0,8183,0.7958110670574039
2019-12-19,66,0,0,236,0,0,2963,0,0,0.0
2019-12-20,0,0,0,0,0,0,0,0,0,0
2019-12-21,59,0,353,213,0,247,1318,0,1642,0.5850730688935282
2019-12-22,0,0,1261,0,0,1252,0,0,4989,1.0
2019-12-23,0,0,0,0,0,0,0,0,0,0
2019-12-24,0,0,0,0,0,0,0,0,0,0
2019-12-25,0,0,0,0,0,0,0,0,0,0
2019-12-26,0,0,0,0,0,0,0,0,0,0
2019-12-27,39,0,731,134,0,1324,543,0,7249,0.9285429141716567
2019-12-28,0,0,0,0,0,0,0,0,0,0
2019-12-29,608,0,116,2309,0,200,12159,0,1091,0.08536067463447188
2019-12-30,43,0,550,235,0,1460,956,0,44271,0.9740292539198148
2019-12-31,203,0,82,2379,0,23,8305,0,227,0.029592655316873162
