date,trans0,trans1,trans2,comm0,comm1,comm2,zan0,zan1,zan2,r
2019-10-13,449,348,2928,2248,1339,8150,10138,10520,123587,0.8432003606604594
2019-10-14,314,0,2508,741,0,4253,4818,0,21278,0.8268164661476763
2019-10-15,518,0,2681,434,0,3402,5970,0,34236,0.8534747359285366
2019-10-16,296,144,2360,1352,409,6225,65947,3016,88863,0.5779422579650322
2019-10-17,576,226,4629,2003,1426,4631,10824,7651,20381,0.5662406632662808
2019-10-18,387,1024,14360,1344,1551,10804,3731,8323,56537,0.8331650707212858
2019-10-19,307,398,16828,287,1072,11649,1835,8376,180705,0.9445716324162253
2019-10-20,989,67,5261,977,769,2858,9203,4085,14021,0.5791263405702328
2019-10-21,281,222,5087,1723,722,6692,15642,411,29409,0.6843110867434249
2019-10-22,284,681,9603,1568,406,4637,9163,2228,25647,0.7356917571979269
2019-10-23,2016,107,5413,5352,317,8724,83604,1734,83214,0.5110798452339078
2019-10-24,189,59,5756,1578,331,4892,5381,985,15467,0.7539407587043132
2019-10-25,426,84,5754,1221,1301,3820,39074,5581,91596,0.6796455658786621
2019-10-26,651,295,20233,1852,247,7975,12812,6595,27432,0.7124929570250473
2019-10-27,215,0,5337,736,0,5376,3846,0,28193,0.8902363682127085
2019-10-28,18628,316,8520,4971,803,13560,7415,8206,138273,0.7990004584138879
2019-10-29,2340,121,9051,1559,236,10517,8803,819,51531,0.8366852207067795
2019-10-30,99,21,4919,921,73,7688,11886,352,44459,0.8103893890766566
2019-10-31,1958,255,8039,1604,532,21399,12939,3335,37438,0.7643058777814603
2019-11-01,4000,0,36566,10727,0,35827,124407,0,285863,0.72027181889463
2019-11-02,2489,336,2982,4049,636,6812,24198,4766,18512,0.43695585057116393
2019-11-03,1088,146,10453,2375,674,9036,12670,1777,79628,0.8410651098458171
2019-11-04,602,6,16242,3569,110,8388,14208,615,26527,0.7280373432763602
2019-11-05,1284,0,5861,2255,0,7641,10627,0,76743,0.8643246401241248
2019-11-06,367,167,6017,1280,195,16181,8257,529,47247,0.8654661016949152
2019-11-07,2719,261,4400,1201,418,6450,12155,1555,33289,0.7068120676402767
2019-11-08,681,0,9939,1691,0,11998,5453,0,66635,0.9188252746454765
2019-11-09,456,0,10355,2313,0,19685,10392,0,585079,0.9790523333545553
2019-11-10,672,0,26655,2787,0,16483,8622,0,97544,0.9209167141258027
2019-11-11,2942,341,24480,3071,460,35414,65387,5068,239266,0.7947315430001408
2019-11-12,482,0,10528,2018,0,9431,12122,0,42387,0.8100249454318678
2019-11-13,1375,9,5279,4509,279,3032,18667,843,15373,0.4797633999108698
2019-11-14,213,24,3680,1615,438,4128,6574,2337,20645,0.7175316487617894
2019-11-15,539,0,2764,2334,0,4367,10085,0,23753,0.7044386661192464
