date,trans0,trans2,comm0,comm2,zan0,zan2,r
2019-07-27,245,2045,1548,3865,5117,10720,0.7064570943075617
2019-07-28,155,1501,1448,2060,10120,6549,0.4630605047405304
2019-07-29,310,388,837,1039,35986,4346,0.13454994639444368
2019-07-30,153,169,657,421,3122,2248,0.4192023633677991
2019-07-31,1165,1485,1459,1868,5436,5936,0.5354199089284685
2019-08-01,253,9469,994,2705,4457,4411,0.7440890125173852
2019-08-02,378,157,1217,1209,8127,18912,0.6759333333333334
2019-08-03,16,412,194,1130,542,11037,0.9435901282724477
2019-08-04,64,222,438,369,1783,1710,0.5017444395987789
2019-08-05,170,288,633,594,1669,2609,0.5854435686734865
2019-08-06,9,270,26,1147,3259,4575,0.6452724531552876
2019-08-07,402,257,280,801,287,2422,0.7821982467970331
2019-08-08,49,29,508,34,15132,105,0.010594690042252632
2019-08-09,56,3674,232,8526,6776,198997,0.9676350791025423
2019-08-10,377,865,533,2231,8291,14719,0.6594240450103642
2019-08-11,585,1570,1211,373,14132,3521,0.2554225878833209
2019-08-12,3067,147,1094,980,10393,12918,0.49110108745061015
2019-08-13,2354,94,4766,663,31974,11985,0.24581372019445946
2019-08-14,1752,13131,1773,5222,18677,29859,0.6846933848382424
2019-08-15,23,279,30,1277,116,75189,0.9978027407234054
2019-08-16,182,1346,722,4108,14848,11932,0.5246544752248175
2019-08-17,2223,21,4913,38,51234,1474,0.02559137271922942
2019-08-18,383,556,550,547,17711,14221,0.4511304757418747
2019-08-19,935,523,1038,2390,11364,57329,0.8187390423898123
2019-08-20,2201,2517,2405,3848,31100,61018,0.65363908855455
2019-08-21,174,455,343,311,32668,32967,0.5040945634956215
2019-08-22,847,223,910,193,12863,1438,0.11254097365545708
2019-08-23,0,127,0,178,0,731,1.0
2019-08-24,182,281,538,878,3383,3845,0.549467442626551
2019-08-25,112,10,517,193,1730,748,0.2873111782477341
2019-08-26,0,9108,0,6725,0,18666,1.0
2019-08-27,110,92,221,211,7221,1468,0.18996031320390433
2019-08-28,166,1093,564,2532,69571,10397,0.16628915005395917
2019-08-29,79,420,112,1481,14534,67814,0.8256158218853624
2019-08-30,645,2150,424,8207,1393,71827,0.9709141601493277
2019-08-31,165,155,252,757,3452,2594,0.47538983050847455
2019-09-01,138,526,551,2254,2693,44027,0.9326147163721135
